,Unnamed: 0,CASE_NUMBER,CASE_STATUS,CASE_RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,EDUCATION_LEVEL_REQUIRED,COLLEGE_MAJOR_REQUIRED,EXPERIENCE_REQUIRED_Y_N,EXPERIENCE_REQUIRED_NUM_MONTHS,COUNTRY_OF_CITIZENSHIP,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,WORK_STATE_ABBREVIATION,WORK_POSTAL_CODE,FULL_TIME_POSITION_Y_N,VISA_CLASS,PREVAILING_WAGE_PER_YEAR,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,QOL_Poor,QOL_Average,QOL_High,QOL
4528,4543,I-200-15078-533372,certified,3/19/2015,3/25/2015,THE FLORIDA STATE UNIVERSITY,49608.0,year,60899.91,year,DATA ANALYST,TALLAHASSEE,,,,,,15-2041,STATISTICIANS,Florida,FL,32306,y,H-1B,49608.0,60899.91,data analyst,140578,Poor,,,Poor
4529,4544,I-200-15056-309799,certified,2/26/2015,3/4/2015,DATALAB USA LLC,49608.0,year,55000.0,year,DATA ANALYST,GERMANTOWN,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Maryland,MD,20876,y,H-1B,49608.0,55000.0,data analyst,140582,Poor,,,Poor
4530,4545,I-200-15051-359208,certified,2/20/2015,2/26/2015,CHOICE HOTELS INTERNATIONAL SERVICES CORP,49608.0,year,53000.0,year,"DATA ANALYST, PRICING OPTIMIZATION",ROCKVILLE,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Maryland,MD,20850,y,H-1B,49608.0,53000.0,data analyst,140584,Poor,,,Poor
4531,4546,I-200-15083-413149,certified,3/25/2015,3/31/2015,ADVANCED RESOURCE TECHNOLOGIES INC,49608.0,year,52000.0,year,OCEANOGRAPHIC DATA ANALYST,SILVER SPRING,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Maryland,MD,20910,y,H-1B,49608.0,52000.0,data analyst,140585,Poor,,,Poor
4532,4547,I-200-12257-595639,certified-withdrawn,9/13/2012,10/5/2012,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,49566.0,year,72000.0,year,DATA ANALYST SENIOR,PHILADELPHIA,,,,,,19-1029,"Biological Scientists, All Other",Pennsylvania,PA,,y,H-1B,49566.0,72000.0,data analyst,140650,Poor,,,Poor
4533,4548,I-200-15079-238237,certified,3/20/2015,3/26/2015,IDB ADMINS INC,49566.0,year,60000.0,year,DATA ANALYST,AUSTIN,,,,,,15-1141,DATABASE ADMINISTRATORS,Texas,TX,78774,y,H-1B,49566.0,60000.0,data analyst,140654,Poor,,,Poor
4534,4549,I-200-13088-062889,certified,4/2/2013,4/8/2013,JOHNS HOPKINS UNIVERSITY,49566.0,year,50750.0,year,SR. RESEARCH DATA ANALYST,BALTIMORE,,,,,,19-1029,"Biological Scientists, All Other",Maryland,MD,,y,H-1B,49566.0,50750.0,data analyst,140658,Poor,,,Poor
4535,4550,I-200-15040-357217,certified,2/10/2015,2/17/2015,ESTRADA CONSULTING INC,49525.0,year,65000.0,year,DATA ANALYST,SACRAMENTO,,,,,,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",California,CA,95811,y,H-1B,49525.0,65000.0,data analyst,140694,Poor,,,Poor
4536,4551,I-200-14070-638561,certified,3/11/2014,3/17/2014,CANOPY ONE SOLUTIONS INC,49504.0,year,65000.0,year,DATA ANALYST,ATLANTA,,,,,,15-1121,Computer Systems Analysts,Georgia,GA,,y,H-1B,49504.0,65000.0,data analyst,140717,Poor,,,Poor
4537,4552,I-200-14077-444152,certified,3/18/2014,3/24/2014,BELL INFO SOLUTIONS LLC,49504.0,year,60000.0,year,DATA ANALYST,ATLANTA,,,,,,15-1121,Computer Systems Analysts,Georgia,GA,,y,H-1B,49504.0,60000.0,data analyst,140733,Poor,,,Poor
4538,4553,I-200-14054-025101,certified,2/26/2014,3/4/2014,VSYS INC,49504.0,year,58000.0,year,BUSINESS/DATA ANALYST,JOHNS CREEK,,,,,,15-1121,Computer Systems Analysts,Georgia,GA,,y,H-1B,49504.0,58000.0,data analyst,140779,Poor,,,Poor
4539,4554,I-200-13273-918255,certified,9/30/2013,10/22/2013,TEK SERVICES LLC,49504.0,year,54455.0,year,SYSTEM DATA ANALYST,NORCROSS,,,,,,15-1121,Computer Systems Analysts,Georgia,GA,,y,H-1B,49504.0,54455.0,data analyst,140799,Poor,,,Poor
4540,4555,I-200-11276-243409,certified,10/3/2011,10/7/2011,PTC,49442.0,year,50000.0,year,DATA ANALYST,EAST MOLINE,,,,,,15-1132,"Software Developers, Applications",Illinois,IL,,y,H-1B,49442.0,50000.0,data analyst,140916,Poor,,,Poor
4541,4556,I-200-14197-279810,certified,7/16/2014,7/22/2014,UNICOM TECHNOLOGIES INC,49400.0,year,77500.0,year,SOFTWARE ENGINEER/TERADATA,NAPERVILLE,,,,,,15-1132,"Software Developers, Applications",Illinois,IL,,y,H-1B,49400.0,77500.0,software engineer,140998,Poor,,,Poor
4542,4557,I-200-15080-548042,certified,3/21/2015,3/26/2015,CLOUDEEVA INC,49400.0,year,63000.0,year,DATA ANALYST,CHICAGO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",Illinois,IL,60661,y,H-1B,49400.0,63000.0,data analyst,141143,Poor,,,Poor
4543,4558,I-200-15067-979301,certified,3/10/2015,3/16/2015,MEDIAMATH INC,49400.0,year,50000.0,year,DATA ANALYST,CHICAGO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",Illinois,IL,60654,y,H-1B,49400.0,50000.0,data analyst,141288,Poor,,,Poor
4544,4559,I-200-14071-142653,certified,3/12/2014,3/18/2014,BELL INFO SOLUTIONS LLC,49379.0,year,60000.0,year,DATA ANALYST,MIAMI LAKES,,,,,,15-1199,"Computer Occupations, All Other",Florida,FL,,y,H-1B,49379.0,60000.0,data analyst,141334,Poor,,,Poor
4545,4560,I-200-12013-928894,certified-withdrawn,1/13/2012,9/30/2014,INFOSMART SYSTEMS INC,49358.0,year,52000.0,year,DATA ANALYST,FRISCO,,,,,,15-1131,Computer Programmers,Texas,TX,,y,H-1B,49358.0,52000.0,data analyst,141357,Poor,,,Poor
4546,4561,I-200-11318-151923,certified,11/15/2011,11/21/2011,HANUSOFT INC,49358.0,year,51000.0,year,DATA ANALYST,PLANO,,,,,,15-1131,Computer Programmers,Texas,TX,,y,H-1B,49358.0,51000.0,data analyst,141358,Poor,,,Poor
4547,4562,I-200-11318-322186,certified,11/15/2011,11/21/2011,HANUSOFT INC,49358.0,year,51000.0,year,DATA ANALYST,PLANO,,,,,,15-1131,Computer Programmers,Texas,TX,,y,H-1B,49358.0,51000.0,data analyst,141359,Poor,,,Poor
4548,4563,I-200-14072-076346,certified,3/13/2014,3/19/2014,SAICON CONSULTANTS INC,49338.0,year,60000.0,year,BUSINESS DATA ANALYST,KANSAS CITY,,,,,,15-1121,Computer Systems Analysts,Missouri,MO,,y,H-1B,49338.0,60000.0,data analyst,141392,Poor,,,Poor
4549,4564,I-200-14072-888967,certified,3/13/2014,3/19/2014,SAICON CONSULTANTS INC,49338.0,year,60000.0,year,BUSINESS DATA ANALYST,KANSAS CITY,,,,,,15-1121,Computer Systems Analysts,Missouri,MO,,y,H-1B,49338.0,60000.0,data analyst,141393,Poor,,,Poor
4550,4565,I-200-13042-815569,certified,2/11/2013,2/15/2013,COMRISE TECHNOLOGY INC,49338.0,year,49338.0,year,DATA SCIENTIST,MIAMISBURG,,,,,,15-1141,Database Administrators,Ohio,OH,,y,H-1B,49338.0,49338.0,data scientist,141397,Poor,,,Poor
4551,4566,I-200-14037-441506,certified,3/3/2014,3/7/2014,TRUPOINT PARTNERS INC,49296.0,year,62400.0,year,DATA ANALYST / STATISTICIAN,CHARLOTTE,,,,,,15-2041,Statisticians,North Carolina,NC,,y,H-1B,49296.0,62400.0,data analyst,141428,Poor,,,Poor
4552,4567,I-200-14063-691584,certified,3/7/2014,3/13/2014,ESO MANAGEMENT SERVICES LLC,49296.0,year,59000.0,year,DATA ANALYST,SAN MATEO,,,,,,13-1161,Market Research Analysts and Marketing Specialists,California,CA,,y,H-1B,49296.0,59000.0,data analyst,141429,Poor,,,Poor
4553,4568,I-200-11311-601709,certified,11/8/2011,11/15/2011,QUALCOMM INCORPORATED,49275.2,year,49275.2,year,ASSOCIATE IP LICENSING AND BUSINESS DATA ANALYST,SAN DIEGO,,,,,,13-1111,Management Analysts,California,CA,,y,H-1B,49275.2,49275.2,data analyst,141439,Poor,,,Poor
4554,4569,I-200-15050-454198,certified,3/2/2015,3/6/2015,BLUE CROSS BLUE SHIELD OF MINNESOTA,49213.0,year,55000.0,year,DATA ANALYST ASSOC,EAGAN,,,,,,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",Minnesota,MN,55122,y,H-1B,49213.0,55000.0,data analyst,141539,Poor,,,Poor
4555,4570,I-200-13073-316303,certified,3/14/2013,3/20/2013,SRITEK INC,49213.0,year,53810.0,year,DATA ANALYST,COPPELL,,,,,,15-1141,Database Administrators,Texas,TX,,y,H-1B,49213.0,53810.0,data analyst,141543,Poor,,,Poor
4556,4571,I-200-13060-789752,certified,3/1/2013,3/7/2013,SRITEK INC,49213.0,year,50000.0,year,DATA ANALYST,COPPELL,,,,,,15-1141,Database Administrators,Texas,TX,,y,H-1B,49213.0,50000.0,data analyst,141544,Poor,,,Poor
4557,4572,I-200-11308-453779,certified,11/9/2011,11/16/2011,ZERHOUNI GROUP LLC,49192.0,year,55000.0,year,CLINICAL DATA ANALYST,COLUMBIA,,,,,,19-1042,"Medical Scientists, Except Epidemiologists",Maryland,MD,,y,H-1B,49192.0,55000.0,data analyst,141566,Poor,,,Poor
4558,4573,I-200-11270-457661,certified-withdrawn,10/3/2011,10/12/2012,DOW AGROSCIENCES LLC,49171.0,year,79656.0,year,COMPUTATIONAL BIOLOGIST - PROTEOMICS DATA ANALYST,INDIANAPOLIS,,,,,,15-2091,Mathematical Technicians,Indiana,IN,,y,H-1B,49171.0,79656.0,data analyst,141587,Poor,,,Poor
4559,4574,I-200-13219-353855,certified,8/8/2013,8/16/2013,CARNEGIE MELLON UNIVERSITY,49130.0,year,70000.0,year,SENIOR DATA ANALYST,PITTSBURGH,,,,,,15-2041,Statisticians,Pennsylvania,PA,,y,H-1B,49130.0,70000.0,data analyst,141634,Poor,,,Poor
4560,4575,I-200-13227-609434,certified,8/15/2013,8/21/2013,CARNEGIE MELLON UNIVERSITY,49130.0,year,70000.0,year,SENIOR DATA ANALYST,PITTSBURGH,,,,,,15-2041,Statisticians,Pennsylvania,PA,,y,H-1B,49130.0,70000.0,data analyst,141635,Poor,,,Poor
4561,4576,I-200-13067-247273,withdrawn,3/8/2013,3/13/2013,CHEN MEDICAL ASSOCIATES PA,49130.0,year,50000.0,year,"DATA ANALYST, BUSINESS INTELLIGENCE",MIAMI,,,,,,15-2031,Operations Research Analysts,Florida,FL,,y,H-1B,49130.0,50000.0,data analyst,141676,Poor,,,Poor
4562,4577,I-200-13015-140245,denied,1/31/2013,2/4/2013,HEALTHNOW NEW YORK INC,49109.0,year,84000.0,year,DATA ANALYST II,BUFFALO,,,,,,15-1121,Computer Systems Analysts,New York,NY,,y,H-1B,49109.0,84000.0,data analyst,141695,Poor,,,Poor
4563,4578,I-200-13035-619888,certified,2/4/2013,2/8/2013,HEALTHNOW NEW YORK INC,49109.0,year,84000.0,year,DATA ANALYST II,BUFFALO,,,,,,15-1121,Computer Systems Analysts,New York,NY,,y,H-1B,49109.0,84000.0,data analyst,141696,Poor,,,Poor
4564,4579,I-200-15077-389736,certified,3/18/2015,3/24/2015,STARPOINT SOLUTIONS,49109.0,year,50000.0,year,DATA ANALYST,MARLBOROUGH,,,,,,13-1199,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",Massachusetts,MA,01752,y,H-1B,49109.0,50000.0,data analyst,141710,Poor,,,Poor
4565,4580,I-200-15051-677774,certified,3/2/2015,3/6/2015,TECHNOLOGY INSIGHT CORPORATION,49109.0,year,49109.0,year,ASSOCIATE DATA ANALYST,MARLBOROUGH,,,,,,15-1141,DATABASE ADMINISTRATORS,Massachusetts,MA,01752,y,H-1B,49109.0,49109.0,data analyst,141713,Poor,,,Poor
4566,4581,I-200-14114-741025,certified,4/24/2014,4/30/2014,AMERICAN INSTITUTES FOR RESEARCH,49109.0,year,49109.0,year,DATA ANALYST I,WASHINGTON,,,,,,15-2041,Statisticians,District of Columbia,DC,,y,H-1B,49109.0,49109.0,data analyst,141714,Poor,,,Poor
4567,4582,I-200-15043-255543,certified,2/24/2015,3/2/2015,ADVANCED NETWORK INFORMATION INC,49088.0,year,52000.0,year,DATA ANALYST,MOORISVILLE,,,,,,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,North Carolina,NC,27560,y,H-1B,49088.0,52000.0,data analyst,141728,Poor,,,Poor
4568,4583,I-200-14078-431725,certified,3/20/2014,3/26/2014,SAFE HANDS HOME HEALTH CARE LLC,49067.0,year,50000.0,year,DATA ANALYST,LATHRUP VILLAGE,,,,,,15-1199,"Computer Occupations, All Other",Michigan,MI,,y,H-1B,49067.0,50000.0,data analyst,141758,Poor,,,Poor
4569,4584,I-200-14069-964737,certified,3/10/2014,3/14/2014,UNICON PHARMA INC,49046.0,year,60000.0,year,CLINICAL DATA ANALYST,BLUEBELL,,,,,,15-2041,Statisticians,Pennsylvania,PA,,y,H-1B,49046.0,60000.0,data analyst,141772,Poor,,,Poor
4570,4585,I-200-14073-811217,certified,3/14/2014,3/20/2014,NUMERIC LLC,49046.0,year,49046.0,year,STATISTICAL DATA ANALYST,PHILADELPHIA,,,,,,15-2041,Statisticians,Pennsylvania,PA,,y,H-1B,49046.0,49046.0,data analyst,141775,Poor,,,Poor
4571,4586,I-200-14105-040456,certified,4/15/2014,4/21/2014,SIRI INFOSOLUTIONS INC,49026.0,year,72000.0,year,BUSINESS ANALYST/DATA MODELER,COLUMBUS,,,,,,13-1111,Management Analysts,Ohio,OH,,y,H-1B,49026.0,72000.0,business analyst,141795,Poor,,,Poor
4572,4587,I-200-15076-628927,certified,3/17/2015,3/23/2015,HMETRIX LLC,49026.0,year,66000.0,year,DATA ANALYST,BALA CYNWYD,,,,,,13-2051,FINANCIAL ANALYSTS,Pennsylvania,PA,19004,y,H-1B,49026.0,66000.0,data analyst,141797,Poor,,,Poor
4573,4588,I-200-15066-428990,certified,3/13/2015,3/19/2015,EGAN JONES RATINGS COMPANY,49026.0,year,50000.0,year,FINANCIAL DATA ANALYST,HAVERFORD,,,,,,13-2051,FINANCIAL ANALYSTS,Pennsylvania,PA,19041,y,H-1B,49026.0,50000.0,data analyst,141822,Poor,,,Poor
4574,4589,I-200-15071-530997,certified,3/13/2015,3/19/2015,EGAN JONES RATINGS COMPANY,49026.0,year,50000.0,year,FINANCIAL DATA ANALYST,HAVERFORD,,,,,,13-2051,FINANCIAL ANALYSTS,Pennsylvania,PA,19041,y,H-1B,49026.0,50000.0,data analyst,141823,Poor,,,Poor
4575,4590,I-200-14155-409753,certified,6/25/2014,7/1/2014,BAKER KNAPP & TUBBS INC,49005.0,year,49650.0,year,MERCHANDISING DATA ANALYST,CHICAGO,,,,,,13-1161,Market Research Analysts and Marketing Specialists,Illinois,IL,,y,H-1B,49005.0,49650.0,data analyst,141854,Poor,,,Poor
4576,4591,I-200-11314-737453,certified,11/16/2011,11/22/2011,METTLER-TOLEDO INC,49005.0,year,49005.0,year,PRODUCTION DATA ANALYST,COLUMBUS,,,,,,15-1141,Database Administrators,Ohio,OH,,y,H-1B,49005.0,49005.0,data analyst,141857,Poor,,,Poor
4577,4592,I-200-15061-666423,certified,3/11/2015,3/18/2015,EZ2 TECHNOLOGIES INC,48922.0,year,70000.0,year,DATA ANALYST,PITTSBURGH,,,,,,15-2041,STATISTICIANS,Pennsylvania,PA,15205,y,H-1B,48922.0,70000.0,data analyst,141948,Poor,,,Poor
4578,4593,I-200-15070-484532,withdrawn,3/13/2015,3/13/2015,CIVICSCIENCE INC,48922.0,year,57500.0,year,DATA SCIENTIST,PITTSBURGH,,,,,,15-2041,STATISTICIANS,Pennsylvania,PA,15206,y,H-1B,48922.0,57500.0,data scientist,141949,Poor,,,Poor
4579,4594,I-200-15072-718490,certified,3/13/2015,3/19/2015,CIVICSCIENCE INC,48922.0,year,57500.0,year,DATA SCIENTIST,PITTSBURGH,,,,,,15-2041,STATISTICIANS,Pennsylvania,PA,15206,y,H-1B,48922.0,57500.0,data scientist,141950,Poor,,,Poor
4580,4595,I-200-15043-278667,certified,2/12/2015,2/19/2015,WAL-MART ASSOCIATES INC,48901.0,year,85000.0,year,ASSOCIATE DATA SCIENTIST,BENTONVILLE,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Arkansas,AR,72716,y,H-1B,48901.0,85000.0,data scientist,141961,Poor,,,Poor
4581,4596,I-200-14021-940058,certified,1/22/2014,1/29/2014,CAPITAL ONE SERVICES LLC,48901.0,year,63000.0,year,DATA ANALYST,PLANO,,,,,,15-2031,Operations Research Analysts,Texas,TX,,y,H-1B,48901.0,63000.0,data analyst,141963,Poor,,,Poor
4582,4597,I-200-15071-230696,certified,3/12/2015,3/18/2015,OUTSOURCE RESEARCH CONSULTING INC,48880.0,year,60000.0,year,DATA ANALYST,HOUSTON,,,,,,19-4041,GEOLOGICAL AND PETROLEUM TECHNICIANS,Texas,TX,77082,y,H-1B,48880.0,60000.0,data analyst,142014,Poor,,,Poor
4583,4598,I-200-14177-355111,certified,7/8/2014,7/14/2014,SOUTHWEST CARE CENTER,48880.0,year,57200.0,year,BUSINESS AND DATA ANALYST,SANTA FE,,,,,,13-2031,Budget Analysts,New Mexico,NM,,y,H-1B,48880.0,57200.0,data analyst,142024,Poor,,,Poor
4584,4599,I-200-11306-405197,certified,11/2/2011,11/8/2011,IMAGINE SOFTWARE INC,48880.0,year,55000.0,year,FINANCIAL DATA ANALYST,BROOKLYN HEIGHTS,,,,,,13-2051,Financial Analysts,Ohio,OH,,y,H-1B,48880.0,55000.0,data analyst,142025,Poor,,,Poor
4585,4600,I-200-15062-204747,certified,3/3/2015,3/9/2015,GREMILLION AND POU AND ASSOC INC,48818.0,year,52000.0,year,SENIOR DATA ANALYST,SHREVEPORT,,,,,,15-1141,DATABASE ADMINISTRATORS,Louisiana,LA,71105,y,H-1B,48818.0,52000.0,data analyst,142083,Poor,,,Poor
4586,4601,I-200-15035-958717,certified,2/10/2015,2/17/2015,COSTQUEST ASSOCIATES INC,48797.0,year,55376.0,year,GIS DATA ANALYST,CINCINNATI,,,,,,19-3092,GEOGRAPHERS,Ohio,OH,45206,y,H-1B,48797.0,55376.0,data analyst,142110,Poor,,,Poor
4587,4602,I-200-14279-087588,certified,10/6/2014,10/10/2014,PVR AMERICA INC,48776.0,year,60000.0,year,BUSINESS DATA ANALYST,RIVERSIDE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Rhode Island,RI,02195,y,H-1B,48776.0,60000.0,data analyst,142148,Poor,,,Poor
4588,4603,I-200-14256-584321,certified,9/13/2014,9/18/2014,BEYOND MANAGEMENT GROUP INC,48776.0,year,60000.0,year,DATA ANALYST,PROVIDENCE,,,,,,15-1121,Computer Systems Analysts,Rhode Island,RI,,y,H-1B,48776.0,60000.0,data analyst,142149,Poor,,,Poor
4589,4604,I-200-15048-095370,certified,3/3/2015,3/9/2015,FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS COMPANY INC,48776.0,year,48776.0,year,ASSOCIATE DATA ANALYST,SMITHFIELD,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Rhode Island,RI,02917,y,H-1B,48776.0,48776.0,data analyst,142157,Poor,,,Poor
4590,4605,I-200-11256-371629,certified-withdrawn,9/15/2011,9/8/2014,CAREMARK LLC,48755.0,year,55000.0,year,DATA ANALYST,SOLON,,,,,,15-1121,Computer Systems Analysts,Ohio,OH,,y,H-1B,48755.0,55000.0,data analyst,142183,Poor,,,Poor
4591,4606,I-200-14058-890667,certified,3/10/2014,3/14/2014,NATIONAL COOPERATIVE BANK (NCB),48755.0,year,55000.0,year,RISK MANAGEMENT DATA ANALYST,ARLINGTON,,,,,,13-2099,"Financial Specialists, All Other",Virginia,VA,,y,H-1B,48755.0,55000.0,data analyst,142184,Poor,,,Poor
4592,4607,I-200-15072-365007,certified,3/13/2015,3/19/2015,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,48672.0,year,54075.0,year,DATA ANALYST,PHILADELPHIA,,,,,,17-2031,BIOMEDICAL ENGINEERS,Pennsylvania,PA,19104,y,H-1B,48672.0,54075.0,data analyst,142296,Poor,,,Poor
4593,4608,I-200-15061-689692,certified,3/5/2015,3/11/2015,BAZAARVOICE INC,48672.0,year,50000.0,year,ASSOCIATE DATA ANALYST,AUSTIN,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Texas,TX,78746,y,H-1B,48672.0,50000.0,data analyst,142299,Poor,,,Poor
4594,4609,I-200-15061-840313,certified,3/5/2015,3/11/2015,BAZAARVOICE INC,48672.0,year,50000.0,year,DATA ANALYST,AUSTIN,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Texas,TX,78746,y,H-1B,48672.0,50000.0,data analyst,142300,Poor,,,Poor
4595,4610,I-200-15082-501171,certified,3/23/2015,3/27/2015,WORLDQUANT LLC,48672.0,year,48672.0,year,DATA ANALYST,AUSTIN,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Texas,TX,78701,y,H-1B,48672.0,48672.0,data analyst,142305,Poor,,,Poor
4596,4611,I-200-15082-653408,certified,3/23/2015,3/27/2015,WORLDQUANT LLC,48672.0,year,48672.0,year,DATA ANALYST,AUSTIN,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Texas,TX,78701,y,H-1B,48672.0,48672.0,data analyst,142306,Poor,,,Poor
4597,4612,I-200-15049-245799,certified,2/23/2015,2/27/2015,WELLMORE INC,48651.0,year,55000.0,year,QUALITY PERFORMANCE DATA ANALYST,WATERBURY,,,,,,15-1141,DATABASE ADMINISTRATORS,Connecticut,CT,06702,y,H-1B,48651.0,55000.0,data analyst,142331,Poor,,,Poor
4598,4613,I-200-15044-927078,certified,2/13/2015,2/22/2015,TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP,48630.0,year,64063.0,year,DATA ANALYST,HONOLULU,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Hawaii,HI,96817,y,H-1B,48630.0,64063.0,data analyst,142369,Poor,,,Poor
4599,4614,I-200-13074-071217,certified,4/15/2013,4/19/2013,BLOOMBERG LP,48630.0,year,61000.0,year,DATA ANALYST,PRINCETON,,,,,,13-2099,"Financial Specialists, All Other",New Jersey,NJ,,y,H-1B,48630.0,61000.0,data analyst,142370,Poor,,,Poor
4600,4615,I-200-13063-978230,denied,3/9/2013,3/14/2013,BLOOMBERG LP,48630.0,year,60500.0,year,DATA ANALYST,PRINCETON,,,,,,13-2099,"Financial Specialists, All Other",New Jersey,NJ,,y,H-1B,48630.0,60500.0,data analyst,142372,Poor,,,Poor
4601,4616,I-200-13100-632306,certified,4/10/2013,4/16/2013,BLOOMBERG LP,48630.0,year,60500.0,year,DATA ANALYST,PRINCETON,,,,,,13-2099,"Financial Specialists, All Other",New Jersey,NJ,,y,H-1B,48630.0,60500.0,data analyst,142373,Poor,,,Poor
4602,4617,I-200-13078-057604,certified,3/19/2013,3/25/2013,GLOBAL PHARMATEK LLC,48630.0,year,60000.0,year,SAS DATA ANALYST,PRINCETON,,,,,,15-1799,"Computer Occupations, All Other",New Jersey,NJ,,y,H-1B,48630.0,60000.0,data analyst,142374,Poor,,,Poor
4603,4618,I-200-13068-492450,certified,3/20/2013,3/26/2013,BLOOMBERG LP,48630.0,year,58000.0,year,DATA ANALYST,PRINCETON,,,,,,13-2099,"Financial Specialists, All Other",New Jersey,NJ,,y,H-1B,48630.0,58000.0,data analyst,142380,Poor,,,Poor
4604,4619,I-200-12325-901659,certified,11/20/2012,11/27/2012,BLOOMBERG LP,48630.0,year,55000.0,year,DATA ANALYST,PRINCETON,,,,,,13-2099,"Financial Specialists, All Other",New Jersey,NJ,,y,H-1B,48630.0,55000.0,data analyst,142382,Poor,,,Poor
4605,4620,I-200-13073-881005,denied,3/15/2013,3/20/2013,XYPRESS LLC,48630.0,year,51000.0,year,DATA ANALYST,PRINCETON,,,,,,15-1799,"Computer Occupations, All Other",New Jersey,NJ,,y,H-1B,48630.0,51000.0,data analyst,142384,Poor,,,Poor
4606,4621,I-200-13080-881635,certified,4/2/2013,4/8/2013,XYPRESS LLC,48630.0,year,51000.0,year,DATA ANALYST,PRINCETON,,,,,,15-1799,"Computer Occupations, All Other",New Jersey,NJ,,y,H-1B,48630.0,51000.0,data analyst,142385,Poor,,,Poor
4607,4622,I-200-15043-312373,certified,2/20/2015,2/26/2015,HUMANUMERIC LLC,48610.0,year,55000.0,year,DATA ANALYST,VOLENTE,,,,,,15-2041,STATISTICIANS,Texas,TX,78641,y,H-1B,48610.0,55000.0,data analyst,142403,Poor,,,Poor
4608,4623,I-200-15062-149227,certified,3/6/2015,3/12/2015,MAROON SKY CONSULTING,48610.0,year,48610.0,year,STATISTICAL DATA ANALYST,AUSTIN,,,,,,15-2041,STATISTICIANS,Texas,TX,78752,y,H-1B,48610.0,48610.0,data analyst,142408,Poor,,,Poor
4609,4624,I-200-13077-876758,withdrawn,3/19/2013,3/19/2013,LOVELACE HEALTH SYSTEMS INC,48589.0,year,71869.2,year,SR. HEALTHCARE ECONOMICS DATA ANALYST,ALBUQUERQUE,,,,,,19-3011,Economists,New Mexico,NM,,y,H-1B,48589.0,71869.2,data analyst,142421,Poor,,,Poor
4610,4625,I-200-13078-140817,certified,3/19/2013,3/25/2013,LOVELACE HEALTH SYSTEMS INC,48589.0,year,71869.2,year,SR. HEALTHCARE ECONOMICS DATA ANALYST,ALBUQUERQUE,,,,,,19-3011,Economists,New Mexico,NM,,y,H-1B,48589.0,71869.2,data analyst,142422,Poor,,,Poor
4611,4626,I-200-15058-732502,certified,3/3/2015,3/9/2015,CGS ADMINISTRATORS LLC,48568.0,year,70000.0,year,DATA ANALYST,NASHVILLE,,,,,,15-2041,STATISTICIANS,Tennessee,TN,37228,y,H-1B,48568.0,70000.0,data analyst,142451,Poor,,,Poor
4612,4627,I-200-14148-599413,certified,5/28/2014,6/3/2014,SAGARSOFT INC,23.33,hour,35.0,hour,SYSTEM DATA ANALYST,WOONSOCKET,,,,,,15-1121,Computer Systems Analysts,Rhode Island,RI,,y,H-1B,48526.4,72800.0,data analyst,142542,Poor,,,Poor
4613,4628,I-201-13343-633037,certified,12/19/2013,12/26/2013,EVERGE GROUP LLC,48526.0,year,72000.0,year,MASTER DATA MANAGEMENT CONSULTANT,WOONSOCKET,,,,,,15-1121,Computer Systems Analysts,Rhode Island,RI,,y,H-1B1 Chile,48526.0,72000.0,management consultant,142553,Poor,,,Poor
4614,4629,I-200-14071-040745,certified,3/12/2014,3/18/2014,BELL INFO SOLUTIONS LLC,48526.0,year,60000.0,year,DATA ANALYST,WARWICK,,,,,,15-1121,Computer Systems Analysts,Rhode Island,RI,,y,H-1B,48526.0,60000.0,data analyst,142560,Poor,,,Poor
